country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
BRA,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
ESP,Direct,0,1,No Deposit,0,Transient,A,0,3,0
GBR,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
PRT,Offline TA/TO,0,0,No Deposit,0,Transient,F,0,1,0
IRL,Online TA,0,1,No Deposit,0,Transient,F,0,2,0
PRT,Offline TA/TO,0,0,No Deposit,0,Transient,G,0,1,0
ESP,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,1
GBR,Corporate,0,0,No Deposit,0,Transient-Party,A,0,1,0
Others,Offline TA/TO,0,4,No Deposit,0,Transient-Party,D,0,0,0
ISR,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
GBR,Groups,0,2,No Deposit,0,Transient-Party,D,1,0,0
Others,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
PRT,Corporate,0,1,No Deposit,0,Transient-Party,A,1,2,0
GBR,Groups,0,0,No Deposit,0,Transient,E,1,0,0
USA,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
Others,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
PRT,Direct,0,3,No Deposit,0,Transient-Party,A,1,2,0
FRA,Online TA,0,1,No Deposit,0,Transient,G,0,0,0
PRT,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,2,0
GBR,Direct,0,1,No Deposit,0,Transient-Party,A,1,1,0
IRL,Offline TA/TO,0,1,No Deposit,4,Transient-Party,A,0,0,0
CN,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
Others,Direct,0,1,No Deposit,0,Transient,A,0,0,0
PRT,Direct,0,0,No Deposit,0,Contract,A,0,0,0
GBR,Groups,0,3,No Deposit,0,Transient-Party,D,0,2,0
PRT,Groups,0,1,No Deposit,0,Transient-Party,D,0,0,0
FRA,Direct,0,8,No Deposit,0,Transient,A,0,0,0
USA,Direct,0,0,No Deposit,0,Transient,A,0,3,0
Others,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
POL,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,1,0
DEU,Online TA,0,3,No Deposit,0,Transient,E,0,1,1
Others,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
NLD,Online TA,0,2,No Deposit,0,Transient-Party,D,0,2,0
CHE,Direct,0,1,No Deposit,0,Transient,E,1,1,0
PRT,Corporate,0,2,No Deposit,0,Transient-Party,A,1,0,0
SWE,Direct,0,0,No Deposit,0,Transient,E,0,1,0
CHE,Direct,0,1,No Deposit,0,Transient-Party,B,0,0,0
PRT,Direct,0,1,No Deposit,0,Transient-Party,A,0,1,1
IRL,Direct,0,0,No Deposit,0,Transient,G,0,0,1
Others,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
DNK,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
Others,Groups,0,0,No Deposit,0,Transient,A,0,0,0
CN,Direct,0,1,No Deposit,0,Transient,D,0,0,0
Others,Direct,0,0,No Deposit,0,Transient,A,0,0,0
ITA,Groups,0,3,No Deposit,0,Transient-Party,A,0,1,0
ESP,Online TA,0,1,No Deposit,0,Contract,A,0,2,0
PRT,Offline TA/TO,0,1,No Deposit,0,Transient,E,1,0,0
PRT,Offline TA/TO,0,0,No Deposit,0,Group,D,0,0,1
AUT,Online TA,0,2,No Deposit,0,Transient-Party,G,0,0,1
Others,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
POL,Direct,0,0,No Deposit,0,Transient,A,0,1,0
BRA,Direct,0,1,No Deposit,0,Transient,A,0,1,1
BEL,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
CHE,Direct,0,0,No Deposit,0,Transient,C,0,0,1
Others,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
Others,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
SWE,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
PRT,Offline TA/TO,1,3,No Deposit,0,Contract,C,0,2,1
PRT,Direct,0,0,No Deposit,0,Transient,A,2,0,0
Others,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
GBR,Online TA,0,0,Non Refund,0,Transient-Party,E,0,1,0
POL,Online TA,0,0,No Deposit,0,Transient,C,0,1,0
Others,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
BRA,Online TA,0,3,No Deposit,0,Transient,A,0,0,0
Others,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
AUT,Direct,0,1,No Deposit,0,Transient,A,0,0,1
ESP,Online TA,0,1,No Deposit,0,Transient,C,0,1,0
CHE,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
USA,Direct,0,4,No Deposit,0,Transient,E,0,0,0
PRT,Direct,0,2,No Deposit,0,Transient,H,1,0,0
RUS,Online TA,0,0,No Deposit,0,Transient,C,0,2,1
ESP,Direct,0,0,No Deposit,0,Transient,F,0,1,1
PRT,Direct,0,4,No Deposit,0,Transient,A,0,3,0
CHN,Online TA,0,3,No Deposit,0,Transient-Party,D,0,2,0
PRT,Direct,0,5,No Deposit,0,Transient,C,0,2,0
PRT,Corporate,1,1,No Deposit,0,Transient,A,0,0,1
FIN,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
CN,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,0,0
Others,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
ROU,Online TA,0,0,No Deposit,0,Contract,A,0,3,0
PRT,Online TA,0,2,No Deposit,0,Transient-Party,A,1,2,0
BRA,Online TA,0,0,No Deposit,0,Transient-Party,E,0,1,0
Others,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
BRA,Online TA,0,0,No Deposit,0,Group,D,0,1,0
Others,Groups,0,1,No Deposit,0,Contract,D,0,0,0
IRL,Direct,0,0,No Deposit,0,Transient,A,0,0,1
PRT,Corporate,0,0,No Deposit,0,Transient,D,1,0,0
RUS,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
FIN,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
ITA,Groups,0,2,No Deposit,0,Transient-Party,A,0,1,0
BEL,Direct,0,2,No Deposit,0,Transient,G,1,0,0
DEU,Online TA,0,0,No Deposit,0,Transient,G,0,2,0
BRA,Online TA,0,0,No Deposit,0,Group,A,0,2,0
NLD,Online TA,0,0,No Deposit,0,Transient-Party,G,0,1,0
Others,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
USA,Online TA,0,4,No Deposit,0,Transient,A,0,1,0
PRT,Direct,0,0,No Deposit,0,Transient-Party,F,0,1,1
POL,Online TA,0,1,No Deposit,0,Transient-Party,B,1,1,0
PRT,Direct,0,2,No Deposit,0,Transient,F,0,0,1
Others,Online TA,11,0,No Deposit,0,Transient,A,0,1,0
GBR,Groups,0,1,Refundable,0,Transient-Party,A,1,0,0
GBR,Offline TA/TO,0,0,No Deposit,0,Transient-Party,G,0,1,0
CHE,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,0
PRT,Complementary,0,1,No Deposit,0,Transient,G,0,2,0
BRA,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,0
FRA,Groups,0,1,No Deposit,34,Transient,A,0,1,0
CHE,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
ESP,Online TA,0,2,No Deposit,0,Transient-Party,G,0,1,1
BEL,Direct,0,0,No Deposit,0,Transient-Party,D,0,0,0
PRT,Groups,0,0,Non Refund,46,Transient,A,0,0,1
ESP,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,1,2,0
BEL,Online TA,0,5,No Deposit,0,Transient-Party,A,0,1,0
Others,Direct,0,0,No Deposit,0,Transient,A,0,2,1
USA,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
SWE,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
Others,Corporate,0,0,No Deposit,0,Transient,A,1,1,0
Others,Direct,0,0,No Deposit,0,Transient,A,0,0,0
DEU,Offline TA/TO,0,0,No Deposit,0,Group,A,0,1,0
FRA,Direct,0,1,No Deposit,0,Transient,F,0,2,0
PRT,Direct,0,4,No Deposit,0,Transient,G,1,2,0
ITA,Direct,0,0,No Deposit,0,Transient-Party,E,1,2,0
Others,Direct,0,2,No Deposit,0,Transient,A,0,0,0
RUS,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
PRT,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
SWE,Direct,0,0,No Deposit,0,Transient,E,0,0,1
Others,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
Others,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
ESP,Offline TA/TO,0,3,No Deposit,0,Transient,C,1,3,0
Others,Direct,0,0,No Deposit,0,Transient,A,1,0,0
Others,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
Others,Direct,0,0,No Deposit,0,Transient,G,0,0,0
BRA,Online TA,0,0,No Deposit,0,Transient,H,0,1,0
Others,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
AUT,Online TA,0,2,No Deposit,0,Transient,D,1,0,0
PRT,Aviation,0,0,No Deposit,0,Transient,D,0,1,1
FIN,Direct,0,2,No Deposit,0,Transient,A,0,3,0
Others,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
Others,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
Others,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
CHN,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
BRA,Online TA,0,2,No Deposit,0,Transient,D,0,3,0
PRT,Groups,11,0,No Deposit,31,Transient-Party,A,0,0,1
Others,Direct,0,3,No Deposit,0,Transient-Party,F,1,0,0
CN,Offline TA/TO,0,1,Non Refund,0,Transient-Party,A,0,0,0
ITA,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
PRT,Complementary,2,0,No Deposit,0,Transient,A,0,3,0
PRT,Online TA,0,1,No Deposit,0,Transient,A,1,4,0
Others,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
Others,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
PRT,Complementary,0,1,No Deposit,0,Transient,D,0,0,0
FRA,Online TA,0,1,No Deposit,0,Transient,A,0,2,1
Others,Direct,0,0,No Deposit,0,Transient,A,0,0,0
FIN,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
Others,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
PRT,Online TA,1,1,No Deposit,0,Transient-Party,A,0,1,1
CN,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,2,0
Others,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
Others,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
NLD,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
GBR,Offline TA/TO,0,0,No Deposit,0,Contract,D,0,4,0
FRA,Direct,0,0,No Deposit,0,Transient,F,0,0,1
PRT,Online TA,0,0,No Deposit,0,Transient-Party,F,0,0,0
NLD,Groups,0,9,No Deposit,0,Transient-Party,A,0,0,0
Others,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
Others,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
Others,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,1,0
BRA,Online TA,0,0,No Deposit,0,Transient,H,1,2,0
ROU,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
Others,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,1,0
FRA,Online TA,0,2,No Deposit,0,Transient,E,0,1,1
Others,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
DEU,Online TA,0,0,No Deposit,0,Transient-Party,A,0,5,0
BRA,Direct,0,0,No Deposit,0,Transient,D,0,4,0
SWE,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
CN,Offline TA/TO,0,0,No Deposit,0,Transient,E,1,0,0
GBR,Direct,0,3,No Deposit,0,Transient,D,0,1,0
DNK,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
PRT,Online TA,0,0,No Deposit,0,Transient,C,1,1,0
NLD,Offline TA/TO,0,0,No Deposit,0,Contract,D,0,1,0
ESP,Online TA,0,0,No Deposit,0,Transient-Party,A,1,2,0
CN,Groups,0,4,No Deposit,0,Transient-Party,D,0,0,0
ITA,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
ESP,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,1
ISR,Online TA,0,2,No Deposit,0,Transient,D,0,2,0
ESP,Online TA,0,2,No Deposit,0,Transient-Party,A,1,1,0
Others,Online TA,0,0,No Deposit,0,Contract,B,0,0,0
USA,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,0
NOR,Online TA,0,1,No Deposit,0,Transient,D,0,2,1
CHN,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
SWE,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
AUT,Groups,0,2,No Deposit,0,Transient-Party,E,0,0,0
PRT,Complementary,0,0,No Deposit,0,Transient,D,0,3,0
GBR,Groups,0,0,No Deposit,0,Group,A,0,1,0
Others,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
CHE,Online TA,0,1,No Deposit,0,Group,A,0,0,0
ESP,Online TA,0,0,No Deposit,0,Transient,E,0,4,0
NLD,Direct,0,1,No Deposit,0,Transient,A,0,0,0
Others,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
RUS,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
PRT,Corporate,0,2,No Deposit,0,Transient,A,0,0,1
CHE,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
GBR,Groups,0,0,Refundable,0,Transient-Party,A,1,0,0
PRT,Offline TA/TO,0,6,No Deposit,0,Transient-Party,D,0,0,0
DEU,Online TA,0,1,No Deposit,0,Transient,A,1,1,0
BEL,Groups,0,2,No Deposit,0,Transient-Party,A,0,1,0
CHE,Direct,0,0,No Deposit,0,Transient,F,1,0,0
IRL,Direct,0,1,No Deposit,0,Transient,C,0,1,1
AUT,Direct,0,1,No Deposit,0,Transient-Party,E,8,1,0
PRT,Online TA,0,3,No Deposit,0,Transient,D,0,1,0
USA,Online TA,0,0,No Deposit,0,Transient-Party,G,0,0,0
Others,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
PRT,Complementary,0,0,No Deposit,0,Transient,G,0,1,1
DEU,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,1,0
GBR,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,3,0
GBR,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,1,0
ESP,Online TA,0,2,No Deposit,0,Transient,F,0,0,1
ESP,Direct,0,0,No Deposit,0,Transient-Party,C,1,3,0
Others,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
POL,Corporate,0,0,No Deposit,0,Transient-Party,D,0,2,0
BRA,Online TA,0,0,No Deposit,0,Transient,C,0,1,0
Others,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
SWE,Online TA,0,1,No Deposit,0,Transient-Party,B,0,3,0
SWE,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,0
ITA,Online TA,0,2,No Deposit,0,Transient,A,1,1,0
NOR,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
BEL,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
Others,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
CN,Online TA,0,0,No Deposit,0,Transient,A,1,3,0
BEL,Online TA,0,0,No Deposit,0,Contract,A,2,2,0
Others,Aviation,0,0,No Deposit,0,Transient,D,0,0,0
PRT,Direct,0,2,No Deposit,0,Transient,D,1,1,0
ROU,Direct,0,0,No Deposit,0,Transient,F,0,0,1
CHN,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,0
BRA,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
NOR,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
ESP,Online TA,11,1,No Deposit,0,Transient,D,0,2,0
ITA,Online TA,0,0,No Deposit,0,Transient,F,0,1,1
POL,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
Others,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
PRT,Groups,0,5,No Deposit,0,Transient-Party,A,0,1,0
Others,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
Others,Direct,0,0,No Deposit,0,Transient,E,0,1,0
Others,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
FRA,Aviation,0,1,No Deposit,0,Transient,A,0,0,0
FRA,Online TA,0,4,No Deposit,0,Transient,A,0,1,1
BEL,Online TA,0,2,No Deposit,0,Transient-Party,D,0,2,0
ESP,Groups,0,4,No Deposit,0,Transient-Party,A,0,2,0
PRT,Complementary,0,1,No Deposit,0,Transient,B,0,0,0
PRT,Direct,0,0,No Deposit,0,Transient-Party,F,1,1,0
BEL,Direct,0,2,No Deposit,0,Transient-Party,B,0,1,0
ESP,Corporate,0,1,No Deposit,0,Transient,D,0,0,0
DNK,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
Others,Online TA,0,1,No Deposit,0,Transient,A,0,3,0
BRA,Offline TA/TO,0,1,No Deposit,0,Transient-Party,E,0,0,0
PRT,Direct,0,5,No Deposit,6,Transient-Party,A,0,0,0
Others,Direct,0,2,No Deposit,0,Transient,A,0,1,0
Others,Direct,0,1,No Deposit,0,Transient,D,0,0,0
BEL,Online TA,0,0,No Deposit,0,Transient-Party,D,1,1,0
CHE,Direct,0,0,No Deposit,0,Transient,G,0,3,0
AUT,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
GBR,Direct,0,1,No Deposit,0,Transient,E,0,1,1
Others,Direct,0,0,No Deposit,0,Transient,A,0,2,0
Others,Direct,0,0,No Deposit,0,Transient,F,0,0,1
USA,Direct,0,2,No Deposit,0,Transient,E,0,0,0
PRT,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,0,1
Others,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
PRT,Online TA,0,0,No Deposit,0,Contract,F,0,3,0
PRT,Online TA,1,0,No Deposit,0,Group,A,0,0,1
PRT,Groups,1,0,No Deposit,31,Transient-Party,A,0,0,1
PRT,Direct,0,2,No Deposit,0,Transient,G,0,3,0
CHN,Online TA,0,1,No Deposit,0,Transient,A,0,4,0
Others,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
ISR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,1
FRA,Online TA,0,1,No Deposit,0,Group,B,0,2,0
NLD,Online TA,0,3,No Deposit,0,Transient,F,0,1,1
AUT,Direct,0,0,No Deposit,0,Transient,A,0,1,0
PRT,Corporate,0,2,No Deposit,0,Transient-Party,D,0,0,1
Others,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
Others,Direct,0,1,No Deposit,0,Transient,A,0,1,0
Others,Direct,0,0,No Deposit,0,Transient,A,0,1,0
ESP,Offline TA/TO,0,0,No Deposit,0,Group,A,0,2,0
PRT,Corporate,0,0,No Deposit,0,Transient,E,0,2,1
BEL,Groups,0,1,No Deposit,0,Transient,A,0,0,0
CHE,Online TA,0,0,No Deposit,0,Contract,A,0,0,0
CN,Online TA,0,1,No Deposit,0,Transient-Party,A,0,1,0
USA,Online TA,0,1,No Deposit,0,Contract,A,0,1,0
CN,Direct,0,0,No Deposit,0,Transient,E,0,1,0
PRT,Direct,1,0,No Deposit,0,Transient,A,0,2,0
Others,Direct,0,0,No Deposit,0,Transient,A,0,0,0
CN,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
PRT,Offline TA/TO,0,0,No Deposit,0,Transient-Party,G,0,0,1
ESP,Online TA,0,0,No Deposit,0,Contract,F,0,1,0
DEU,Online TA,0,1,No Deposit,0,Transient,E,0,0,1
CHE,Direct,0,0,No Deposit,0,Transient,D,0,1,0
RUS,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
Others,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
Others,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
Others,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
DEU,Offline TA/TO,0,0,No Deposit,0,Transient,F,0,1,0
PRT,Offline TA/TO,0,3,No Deposit,0,Transient-Party,E,0,0,0
Others,Online TA,0,2,No Deposit,0,Transient,D,0,1,1
CN,Online TA,0,0,No Deposit,0,Transient,D,1,2,0
USA,Online TA,0,2,No Deposit,0,Transient,E,0,3,0
CHE,Online TA,0,5,No Deposit,0,Transient,D,0,0,1
FRA,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,0,0
PRT,Direct,0,0,No Deposit,0,Transient-Party,E,0,1,1
USA,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
PRT,Online TA,0,1,No Deposit,0,Transient,B,0,2,0
GBR,Online TA,0,3,No Deposit,0,Transient,A,0,1,1
Others,Online TA,0,0,No Deposit,0,Transient,C,0,2,1
CN,Corporate,0,1,No Deposit,0,Transient-Party,A,1,0,0
FIN,Online TA,0,2,No Deposit,0,Transient,F,0,3,0
FIN,Online TA,0,0,No Deposit,0,Transient-Party,H,1,0,0
GBR,Offline TA/TO,0,5,No Deposit,0,Transient,A,0,1,0
ITA,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,0,0
Others,Aviation,1,0,No Deposit,0,Transient,D,0,0,1
GBR,Direct,0,0,No Deposit,0,Transient,A,0,2,0
RUS,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
PRT,Offline TA/TO,1,0,Non Refund,17,Transient,A,0,0,1
GBR,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,1
Others,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
PRT,Online TA,0,0,No Deposit,0,Contract,A,0,3,1
PRT,Online TA,1,1,No Deposit,0,Transient,E,0,1,1
ESP,Online TA,0,0,No Deposit,0,Transient-Party,D,0,4,0
PRT,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,2,0
NLD,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
Others,Online TA,0,0,No Deposit,0,Contract,D,0,2,0
NLD,Direct,0,0,No Deposit,0,Transient,E,0,0,1
NOR,Online TA,0,0,No Deposit,0,Contract,F,0,1,0
NOR,Online TA,0,2,No Deposit,0,Transient-Party,A,0,1,0
Others,Online TA,0,1,No Deposit,0,Transient,F,0,0,0
CN,Online TA,0,2,No Deposit,0,Transient,A,1,2,0
PRT,Direct,0,3,No Deposit,0,Transient,E,1,1,0
PRT,Offline TA/TO,0,4,No Deposit,4,Transient-Party,A,0,1,0
CN,Direct,0,0,No Deposit,0,Transient,G,1,1,0
CN,Online TA,0,1,No Deposit,0,Transient,H,1,0,0
PRT,Complementary,0,1,No Deposit,0,Transient,A,1,2,0
BEL,Online TA,0,1,No Deposit,0,Transient,A,0,2,1
USA,Online TA,0,1,No Deposit,0,Contract,A,1,1,0
ESP,Corporate,0,1,No Deposit,0,Transient,G,1,2,0
CHE,Direct,0,1,No Deposit,0,Transient,A,1,1,0
CHN,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
Others,Online TA,0,3,No Deposit,0,Transient,A,0,1,1
Others,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
Others,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
ESP,Online TA,0,8,No Deposit,0,Transient,F,0,0,1
CN,Direct,0,0,No Deposit,0,Transient,D,0,1,1
BEL,Online TA,0,1,No Deposit,0,Transient-Party,A,0,0,1
PRT,Offline TA/TO,0,0,No Deposit,0,Transient-Party,E,1,1,0
Others,Online TA,0,0,No Deposit,0,Transient,C,0,1,1
Others,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
Others,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
ITA,Online TA,0,0,No Deposit,0,Contract,F,0,1,0
BEL,Online TA,0,1,No Deposit,0,Transient-Party,D,0,1,0
Others,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
Others,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
IRL,Aviation,0,1,No Deposit,0,Transient,D,0,0,0
FIN,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,1,0
FRA,Online TA,0,4,No Deposit,0,Transient,D,0,2,0
Others,Online TA,0,0,No Deposit,0,Transient,H,0,0,0
USA,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
GBR,Direct,0,0,No Deposit,0,Group,E,0,1,0
Others,Offline TA/TO,0,1,No Deposit,0,Transient,D,1,1,0
ESP,Corporate,0,1,No Deposit,15,Transient-Party,A,0,0,0
USA,Online TA,0,3,No Deposit,0,Transient,F,0,1,0
GBR,Groups,0,3,No Deposit,0,Transient-Party,D,0,1,0
Others,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
POL,Online TA,0,1,No Deposit,0,Transient,F,0,1,0
Others,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
GBR,Offline TA/TO,0,0,No Deposit,0,Transient,C,0,0,0
Others,Online TA,0,3,No Deposit,0,Transient-Party,E,1,2,0
PRT,Complementary,1,0,No Deposit,0,Transient,A,0,0,1
FRA,Online TA,0,1,No Deposit,0,Contract,F,0,1,0
ESP,Online TA,0,3,No Deposit,0,Transient,A,0,1,1
CHE,Direct,0,2,No Deposit,0,Transient,F,1,0,0
POL,Direct,0,0,No Deposit,0,Transient,H,1,1,0
Others,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
SWE,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
Others,Online TA,0,0,No Deposit,0,Transient,G,0,2,0
Others,Online TA,0,1,No Deposit,0,Transient,G,0,1,0
FRA,Offline TA/TO,0,0,No Deposit,25,Transient-Party,A,0,0,0
BEL,Online TA,0,1,No Deposit,0,Contract,A,1,1,0
BEL,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,2,0
DNK,Online TA,0,1,No Deposit,0,Transient,B,0,1,1
PRT,Corporate,0,1,No Deposit,0,Contract,A,0,0,0
RUS,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
CHE,Online TA,0,1,No Deposit,0,Transient,G,0,0,1
Others,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
ITA,Online TA,0,1,No Deposit,0,Transient,B,0,1,1
PRT,Offline TA/TO,0,1,No Deposit,0,Transient,F,0,2,1
FRA,Online TA,0,1,No Deposit,0,Transient-Party,A,0,0,1
Others,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
BEL,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
Others,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
ESP,Direct,0,1,No Deposit,0,Transient,A,0,1,1
PRT,Online TA,0,1,No Deposit,0,Transient,H,0,0,1
GBR,Online TA,0,1,No Deposit,0,Transient,E,1,0,0
FRA,Direct,0,2,No Deposit,0,Transient,D,0,0,0
PRT,Direct,0,1,No Deposit,0,Contract,A,1,2,0
ESP,Offline TA/TO,0,2,No Deposit,0,Transient,A,1,1,0
FRA,Direct,0,0,No Deposit,0,Transient-Party,B,0,0,0
DNK,Online TA,0,2,No Deposit,0,Transient,A,0,3,0
Others,Direct,0,4,No Deposit,0,Transient,A,0,0,0
CHN,Online TA,0,2,No Deposit,0,Transient,D,0,1,1
GBR,Direct,0,1,No Deposit,0,Transient,G,1,0,0
ISR,Online TA,0,1,No Deposit,0,Transient,D,0,4,0
Others,Direct,0,0,No Deposit,0,Transient-Party,E,0,1,0
PRT,Complementary,1,2,No Deposit,0,Transient,A,0,0,0
GBR,Groups,0,0,No Deposit,0,Transient-Party,A,0,3,0
Others,Online TA,0,1,No Deposit,0,Contract,D,0,2,0
USA,Corporate,0,0,No Deposit,0,Transient,A,0,1,0
Others,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
USA,Direct,0,0,No Deposit,0,Transient-Party,E,0,3,0
